free way conditions,,,,,,,,,,,%vehicles,,total,,,statistix,,,max,,,CS,3.60948032968099,,,,,,,,,,,,,,,,total d,147854.679305261,,,,
,max,current,,freeway flow,,ramp meter rate,,by pass rate,,,car,0.9,906,,,toll veh,1,,q,67,,,,,,,,,,,,,,,,,,,total u,-591.05944864617,,,,
speed,65,25,,Q,,q1,,q2,,,truck,0.1,94,,,total u,-587.609382815455,,delay,672.096790023004,,,,,,,,,,,,,,,,,,,trucks-d,17585.236108813,,,,
density,120,75,,,,,,q1+q2,0.1,vps,,,1000,,,total delay,147177.208779751,,avg-q,14.232,,,,,,,,,,,,,,,,,,,,,,,,
# lanes,3,,,,,service time (max) (sec),,,10,,,,,,,(trucks),16907.7655833028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d-nothing,,,,,,,,,
,,,,,,Value of Time($),,,,,ramp-meter,expected departure,,expected delay,,ramp,,Utility ,,,,,,,,,,,,,,,,,,expected,expected,utilities,,Utility ,trucks,,,
veh #,avg-h,rnd,truck tag,car tag,rnd,Car,truck,toll, headway,arrival time,service time,ramp,bypass,ramp,bypass,queue#,car,tolled,untolled,util diff,prob,rand,choice,departure,delay,actual q#,toll trucks,q2 (vps), util (veh),total (delay),delay(cars),delay(trucks),CS (toll),,service time,departure,delay,car,truck, util (veh),delay,,CS (dn),delta(CS)
725,0.05,0.542421385997375,0,1,0.743053733839411,15.1805373383941,29.4745237648378,19.5,39.3488102345846,7523.99257811534,10,7533.99257811534,7523.99257811534,10,0,0,-0.042168159273317,-19.5,-0.0818736771245494,19.4181263228755,3.68820360051065e-09,0.582078709179146,0,7533.99257811534,10,0,0,0.000132908158749206,-0.042168159273317,10,10,0,0,,10,7533.99257811534,10,-0.042168159273317,-0.0818736771245494,-0.042168159273317,0,,0,0
726,0.05,0.126904310273132,0,1,0.364619990519147,11.3961999051915,9.4475013099001,19.5,50.0614280716672,7574.054006187,10,7584.054006187,7574.054006187,10,0,0,-0.0316561108477541,-19.5,-0.026243059194167,19.4737569408058,3.488629245231e-09,0.547204977900923,0,7584.054006187,10,0,0,0.000132029689672549,-0.0316561108477541,10,10,0,0,,10,7584.054006187,10,-0.0316561108477541,-0.026243059194167,-0.0316561108477541,0,,0,0
727,0.05,0.774438144495062,0,1,0.871654509963064,16.4665450996306,51.0041632802033,19.5,19.7433976731849,7593.79740386019,10,7603.79740386019,7593.79740386019,10,0,0,-0.0457404030545295,-19.5,-0.141678231333898,19.3583217686661,3.9155040296622e-09,0.785016101362971,0,7603.79740386019,10,0,0,0.000131686420748026,-0.0457404030545295,10,10,0,0,,10,7603.79740386019,10,-0.0457404030545295,-0.141678231333898,-0.0457404030545295,0,,0,0
728,0.05,0.912557035586168,1,0,0.167896602791464,9.42896602791464,4.68188348014088,19.5,4.73336812620095,7598.53077198639,10,7613.79740386019,7598.53077198639,15.2666318737993,0,1,-0.0399857092496478,-19.5,-0.0198546087687036,19.4801453912313,3.46641334845663e-09,0.185122492225384,0,7613.79740386019,15.2666318737993,1,0,0.000131604389059884,-0.0198546087687036,15.2666318737993,0,15.2666318737993,-0.0198546053022903,,10,7613.79740386019,15.2666318737993,-0.0399857092496478,-0.0198546087687036,-0.0198546087687036,15.2666318737993,,-0.0198546087687036,3.46641329876385e-09
729,0.05,0.274142804513916,0,1,0.751831346635689,15.2683134663569,30.4114964805492,19.5,41.0327863783647,7639.56355836475,10,7649.56355836475,7639.56355836475,10,0,0,-0.0424119818509914,-19.5,-0.0844763791126366,19.4155236208874,3.69781539821527e-09,0.187403799234162,0,7649.56355836475,10,0,0,0.000130897529991105,-0.0424119818509914,10,10,0,0,,10,7649.56355836475,10,-0.0424119818509914,-0.0844763791126366,-0.0424119818509914,0,,0,0
730,0.05,0.135904445367696,0,1,0.634136905932317,14.0913690593232,20.7072446734698,19.5,1.03623047154665,7640.5997888363,10,7659.56355836475,7640.5997888363,18.9637695284537,0,1,-0.0742292986614966,-19.5,-0.109079837654717,19.3909201623453,3.78992288079157e-09,0.669377730828293,0,7659.56355836475,18.9637695284537,1,0,0.000130879777456883,-0.0742292986614966,18.9637695284537,18.9637695284537,0,0,,10,7659.56355836475,18.9637695284537,-0.0742292986614966,-0.109079837654717,-0.0742292986614966,0,,0,0
731,0.05,0.0439823972794369,0,1,0.0741163565819422,8.49116356581942,2.69994497386223,19.5,11.9276629666283,7652.52745180293,10,7669.56355836475,7652.52745180293,17.0361065618254,0,1,-0.0401823242614413,-19.5,-0.0127768195238283,19.4872231804762,3.44196542610603e-09,0.57568329689241,0,7669.56355836475,17.0361065618254,1,0,0.000130675780818584,-0.0401823242614413,17.0361065618254,17.0361065618254,0,0,,10,7669.56355836475,17.0361065618254,-0.0401823242614413,-0.0127768195238283,-0.0401823242614413,0,,0,0
732,0.05,0.00729694996136883,0,1,0.714145543121974,14.8914554312197,26.6861861551638,19.5,13.4613372393216,7665.98878904225,10,7679.56355836475,7665.98878904225,13.5747693225039,0,1,-0.0561522423208767,-19.5,-0.100627450320485,19.3993725496795,3.75802398557768e-09,0.78899490636325,0,7679.56355836475,13.5747693225039,1,0,0.000130446316518151,-0.0561522423208767,13.5747693225039,13.5747693225039,0,0,,10,7679.56355836475,13.5747693225039,-0.0561522423208767,-0.100627450320485,-0.0561522423208767,0,,0,0
733,0.05,0.16589799600039,0,1,0.0926873263438173,8.67687326343817,3.10037651310647,19.5,0.428937968636341,7666.41772701089,10,7689.56355836475,7666.41772701089,23.1458313538678,0,2,-0.0557870681206736,-19.5,-0.019933553307182,19.4800664466928,3.4666870136597e-09,0.551249249103009,0,7689.56355836475,23.1458313538678,2,0,0.000130439018014467,-0.0557870681206736,23.1458313538678,23.1458313538678,0,0,,10,7689.56355836475,23.1458313538678,-0.0557870681206736,-0.019933553307182,-0.0557870681206736,0,,0,0
734,0.05,0.482070519335783,0,1,0.032118810132233,8.07118810132233,1.70275864490829,19.5,4.4651688149657,7670.88289582585,10,7699.56355836475,7670.88289582585,28.6806625389017,0,2,-0.0643019506172291,-19.5,-0.013565623911059,19.4864343760889,3.44468153462381e-09,0.460678023347464,0,7699.56355836475,28.6806625389017,2,0,0.000130363090348329,-0.0643019506172291,28.6806625389017,28.6806625389017,0,0,,10,7699.56355836475,28.6806625389017,-0.0643019506172291,-0.013565623911059,-0.0643019506172291,0,,0,0
735,0.05,0.729387741916631,0,1,0.0655124828983544,8.40512482898354,2.50935965149427,19.5,1.509843257936,7672.39273908379,10,7709.56355836475,7672.39273908379,37.1708192809656,0,3,-0.08678482668114,-19.5,-0.0259097094768445,19.4740902905232,3.48746650547256e-09,0.609323225522834,0,7709.56355836475,37.1708192809656,3,0,0.000130337436313175,-0.08678482668114,37.1708192809656,37.1708192809656,0,0,,10,7709.56355836475,37.1708192809656,-0.08678482668114,-0.0259097094768445,-0.08678482668114,0,,0,0
736,0.05,0.605889635034484,0,1,0.836076643673559,16.1107664367356,42.7114183075062,19.5,16.7968375821239,7689.18957666591,10,7719.56355836475,7689.18957666591,30.3739816988418,0,3,-0.135930034695478,-19.5,-0.360365510556603,19.1396344894434,4.87261786832529e-09,0.323526626529449,0,7719.56355836475,30.3739816988418,3,0,0.00013005271752366,-0.135930034695478,30.3739816988418,30.3739816988418,0,0,,10,7719.56355836475,30.3739816988418,-0.135930034695478,-0.360365510556603,-0.135930034695478,0,,0,0
737,0.05,0.0631019200414795,0,1,0.922645330623664,16.9764533062366,70.8739091839772,19.5,54.5413579085458,7743.73093457446,10,7753.73093457446,7743.73093457446,10,0,0,-0.0471568147395462,-19.5,-0.196871969955492,19.3031280300445,4.13769058616688e-09,0.287400718650764,0,7753.73093457446,10,0,0,0.000129136718262662,-0.0471568147395462,10,10,0,0,,10,7753.73093457446,10,-0.0471568147395462,-0.196871969955492,-0.0471568147395462,0,,0,0
738,0.05,0.530884344985964,0,1,0.506776252528571,12.8177625252857,14.2869633480198,19.5,26.4273653211888,7770.15829989565,10,7780.15829989565,7770.15829989565,10,0,0,-0.0356048959035714,-19.5,-0.039686009300055,19.4603139906999,3.53584335136891e-09,0.749466025781464,0,7780.15829989565,10,0,0,0.000128697506717904,-0.0356048959035714,10,10,0,0,,10,7780.15829989565,10,-0.0356048959035714,-0.039686009300055,-0.0356048959035714,0,,0,0
739,0.05,0.323860750961828,0,1,0.732442776328564,15.0744277632856,28.4011034803881,19.5,23.5416077940805,7793.69990768973,10,7803.69990768973,7793.69990768973,10,0,0,-0.0418734104535712,-19.5,-0.078891954112189,19.4211080458878,3.67722277802231e-09,0.333321343909975,0,7803.69990768973,10,0,0,0.000128308763725088,-0.0418734104535712,10,10,0,0,,10,7803.69990768973,10,-0.0418734104535712,-0.078891954112189,-0.0418734104535712,0,,0,0
740,0.05,0.281144744615568,0,1,0.669153042274973,14.4415304227497,23.066899819533,19.5,37.9983683097151,7831.69827599944,10,7841.69827599944,7831.69827599944,10,0,0,-0.0401153622854159,-19.5,-0.064074721720925,19.4359252782791,3.62313819520013e-09,0.869557283058912,0,7841.69827599944,10,0,0,0.000127686226506522,-0.0401153622854159,10,10,0,0,,10,7841.69827599944,10,-0.0401153622854159,-0.064074721720925,-0.0401153622854159,0,,0,0
741,0.05,0.041774651442081,0,1,0.242661343550556,10.1766134355056,6.32963747279026,19.5,22.6729320411031,7854.37120804055,10,7864.37120804055,7854.37120804055,10,0,0,-0.0282683706541821,-19.5,-0.0175823263133063,19.4824176736867,3.45854562048441e-09,0.496159854419126,0,7864.37120804055,10,0,0,0.000127317639249886,-0.0282683706541821,10,10,0,0,,10,7864.37120804055,10,-0.0282683706541821,-0.0175823263133063,-0.0282683706541821,0,,0,0
742,0.05,0.865913527808897,0,1,0.536416613558388,13.1141661355839,15.5508617025809,19.5,32.4389728842686,7886.81018092481,10,7896.81018092481,7886.81018092481,10,0,0,-0.0364282392655108,-19.5,-0.0431968380627246,19.4568031619373,3.54827890864592e-09,0.312946228770865,0,7896.81018092481,10,0,0,0.000126793973363099,-0.0364282392655108,10,10,0,0,,10,7896.81018092481,10,-0.0364282392655108,-0.0431968380627246,-0.0364282392655108,0,,0,0
743,0.05,0.864174931685083,0,1,0.0553416782327061,8.30341678232706,2.27765838160926,19.5,24.0424391274664,7910.85262005228,10,7920.85262005228,7910.85262005228,10,0,0,-0.0230650466175752,-19.5,-0.00632682883780349,19.4936731711622,3.41983622453287e-09,0.777630016315117,0,7920.85262005228,10,0,0,0.000126408624711983,-0.0230650466175752,10,10,0,0,,10,7920.85262005228,10,-0.0230650466175752,-0.00632682883780349,-0.0230650466175752,0,,0,0
744,0.05,0.774393213667543,0,1,0.996229444241555,17.7122944424155,293.933910303838,19.5,12.2445631921067,7923.09718324439,10,7933.09718324439,7923.09718324439,10,0,0,-0.0492008178955988,-19.5,-0.816483084177328,18.6835169158227,7.68867843263784e-09,0.434222802958021,0,7933.09718324439,10,0,0,0.000126213269491984,-0.0492008178955988,10,10,0,0,,10,7933.09718324439,10,-0.0492008178955988,-0.816483084177328,-0.0492008178955988,0,,0,0
745,0.05,0.846294944871256,0,1,0.785683665343642,15.6068366534364,34.5206185772811,19.5,9.56953083308406,7932.66671407747,10,7943.09718324439,7932.66671407747,10.4304691669158,0,1,-0.0452185079185446,-19.5,-0.100018402136998,19.399981597863,3.75573586476299e-09,0.0690463668205863,0,7943.09718324439,10.4304691669158,1,0,0.000126061012777126,-0.0452185079185446,10.4304691669158,10.4304691669158,0,0,,10,7943.09718324439,10.4304691669158,-0.0452185079185446,-0.100018402136998,-0.0452185079185446,0,,0,0
746,0.05,0.961305424407847,1,0,0.785651493083105,15.6065149308311,34.5162817129221,19.5,3.64094610566808,7936.30766018314,10,7953.09718324439,7936.30766018314,16.7895230612476,0,1,-0.0727849839824701,-19.5,-0.160975529946562,19.3390244700534,3.99179643096282e-09,0.920999828515219,0,7953.09718324439,16.7895230612476,1,0,0.000126003179667171,-0.160975529946562,16.7895230612476,0,16.7895230612476,-0.160975525954766,,10,7953.09718324439,16.7895230612476,-0.0727849839824701,-0.160975529946562,-0.160975529946562,16.7895230612476,,-0.160975529946562,3.99179639343217e-09
747,0.05,0.441567465887162,0,1,0.936179709136916,17.1117970913692,79.4585075452919,19.5,6.34237286350665,7942.65003304665,10,7963.09718324439,7942.65003304665,20.4471501977405,0,2,-0.0971909681334677,-19.5,-0.451305566185244,19.0486944338148,5.33650741999891e-09,0.818411910018641,0,7963.09718324439,20.4471501977405,2,0,0.000125902563481879,-0.0971909681334677,20.4471501977405,20.4471501977405,0,0,,10,7963.09718324439,20.4471501977405,-0.0971909681334677,-0.451305566185244,-0.0971909681334677,0,,0,0
748,0.05,0.70745599373029,0,1,0.0848766724022969,8.59876672402297,2.93338385765719,19.5,0.318339606417394,7942.96837265306,10,7973.09718324439,7942.96837265306,30.1288105913227,0,3,-0.0719640594297379,-19.5,-0.0245498240663881,19.4754501759336,3.48272717387314e-09,0.0126543235484152,0,7973.09718324439,30.1288105913227,3,0,0.000125897517538017,-0.0719640594297379,30.1288105913227,30.1288105913227,0,0,,10,7973.09718324439,30.1288105913227,-0.0719640594297379,-0.0245498240663881,-0.0719640594297379,0,,0,0
749,0.05,0.590578642924752,0,1,0.75665070149909,15.3165070149909,30.9462996816637,19.5,76.0139902415821,8018.98236289465,10,8028.98236289465,8018.98236289465,10,0,0,-0.0425458528194192,-19.5,-0.0859619435601771,19.4140380564398,3.70331282366296e-09,0.310047583173318,0,8028.98236289465,10,0,0,0.000124704102683551,-0.0425458528194192,10,10,0,0,,10,8028.98236289465,10,-0.0425458528194192,-0.0859619435601771,-0.0425458528194192,0,,0,0
750,0.05,0.337355631894561,0,1,0.719349491155333,14.9434949115533,27.1575922965771,19.5,6.37559151067915,8025.35795440533,10,8038.98236289465,8025.35795440533,13.6244084893206,0,1,-0.0565545219258571,-19.5,-0.102779480843053,19.3972205191569,3.76612007626129e-09,0.877616435106166,0,8038.98236289465,13.6244084893206,1,0,0.000124605033903949,-0.0565545219258571,13.6244084893206,13.6244084893206,0,0,,10,8038.98236289465,13.6244084893206,-0.0565545219258571,-0.102779480843053,-0.0565545219258571,0,,0,0
751,0.05,0.694835571354726,0,1,0.764983859148953,15.3998385914895,31.9075869158216,19.5,42.3823300072835,8067.74028441261,10,8077.74028441261,8067.74028441261,10,0,0,-0.0427773294208042,-19.5,-0.0886321858772823,19.4113678141227,3.71321478067021e-09,0.473433260144682,0,8077.74028441261,10,0,0,0.000123950445198647,-0.0427773294208042,10,10,0,0,,10,8077.74028441261,10,-0.0427773294208042,-0.0886321858772823,-0.0427773294208042,0,,0,0
752,0.05,0.427157404631012,0,1,0.968180211529729,17.4318021152973,115.873528962009,19.5,21.8352974842407,8089.57558189685,10,8099.57558189685,8089.57558189685,10,0,0,-0.0484216725424925,-19.5,-0.321870913783357,19.1781290862166,4.68861273241637e-09,0.485891570905589,0,8099.57558189685,10,0,0,0.00012361587945823,-0.0484216725424925,10,10,0,0,,10,8099.57558189685,10,-0.0484216725424925,-0.321870913783357,-0.0484216725424925,0,,0,0
753,0.05,0.861735593677425,0,1,0.179853318430621,9.54853318430621,4.9370219295141,19.5,22.0715035876851,8111.64708548454,10,8121.64708548454,8111.64708548454,10,0,0,-0.0265237032897395,-19.5,-0.0137139498042058,19.4862860501958,3.44519250798163e-09,0.563116213882561,0,8121.64708548454,10,0,0,0.000123279525041155,-0.0265237032897395,10,10,0,0,,10,8121.64708548454,10,-0.0265237032897395,-0.0137139498042058,-0.0265237032897395,0,,0,0
754,0.05,0.234677897901947,0,1,0.383726841603302,11.587268416033,10.0060456656932,19.5,11.6883560487571,8123.33544153329,10,8133.33544153329,8123.33544153329,10,0,0,-0.0321868567112028,-19.5,-0.0277945712935922,19.4722054287064,3.4940460967652e-09,0.19179969534446,0,8133.33544153329,10,0,0,0.000123102142857128,-0.0321868567112028,10,10,0,0,,10,8133.33544153329,10,-0.0321868567112028,-0.0277945712935922,-0.0321868567112028,0,,0,0
755,0.05,0.513005414056126,0,1,0.457918069763135,12.3291806976313,12.4240029415682,19.5,3.90834443575295,8127.24378596904,10,8143.33544153329,8127.24378596904,16.0916555642471,0,1,-0.0551102581043463,-19.5,-0.0555341044624745,19.4444658955375,3.59232612306047e-09,0.53505063363599,0,8143.33544153329,16.0916555642471,1,0,0.000123042943750058,-0.0551102581043463,16.0916555642471,16.0916555642471,0,0,,10,8143.33544153329,16.0916555642471,-0.0551102581043463,-0.0555341044624745,-0.0551102581043463,0,,0,0
756,0.05,0.404168739657718,0,1,0.116400511092966,8.91400511092966,3.60014526097864,19.5,31.4278142870849,8158.67160025613,10,8168.67160025613,8158.67160025613,10,0,0,-0.0247611253081379,-19.5,-0.0100004035027184,19.4899995964973,3.4324223520877e-09,0.556071992641514,0,8168.67160025613,10,0,0,0.000122568973111825,-0.0247611253081379,10,10,0,0,,10,8168.67160025613,10,-0.0247611253081379,-0.0100004035027184,-0.0247611253081379,0,,0,0
757,0.05,0.871334736375164,0,1,0.929474851020714,17.0447485102071,74.9247231472481,19.5,32.7871560116795,8191.45875626781,10,8201.45875626781,8191.45875626781,10.0000000000009,0,0,-0.0473465236394686,-19.5,-0.208124230964597,19.2918757690354,4.18451188916769e-09,0.833296394889252,0,8201.45875626781,10.0000000000009,0,0,0.000122078378192997,-0.0473465236394686,10.0000000000009,10.0000000000009,0,0,,10,8201.45875626781,10.0000000000009,-0.0473465236394686,-0.208124230964597,-0.0473465236394686,0,,0,0
758,0.05,0.663643378780412,0,1,0.0364951597642186,8.11495159764219,1.81829072989366,19.5,13.0046791625255,8204.46343543033,10,8214.46343543033,8204.46343543033,10,0,0,-0.0225415322156727,-19.5,-0.00505080758303795,19.494949192417,3.415475223794e-09,0.38170683002452,0,8214.46343543033,10,0,0,0.000121884874967152,-0.0225415322156727,10,10,0,0,,10,8214.46343543033,10,-0.0225415322156727,-0.00505080758303795,-0.0225415322156727,0,,0,0
759,0.05,0.187252908325334,0,1,0.667404773690417,14.4240477369042,22.9406759050132,19.5,16.6662988962296,8221.12973432656,10,8231.12973432656,8221.12973432656,10,0,0,-0.0400667992691783,-19.5,-0.0637240997361479,19.4362759002639,3.62186806598024e-09,0.479832767257102,0,8231.12973432656,10,0,0,0.000121637783652117,-0.0400667992691783,10,10,0,0,,10,8231.12973432656,10,-0.0400667992691783,-0.0637240997361479,-0.0400667992691783,0,,0,0
760,0.05,0.575284010367061,0,1,0.219539917021813,9.94539917021813,5.80489216286545,19.5,4.14509751520467,8225.27483184177,10,8241.12973432656,8225.27483184177,15.8549024847962,0,1,-0.0438009261156059,-19.5,-0.0255655553269415,19.4744344446731,3.48626648591394e-09,0.657851024873582,0,8241.12973432656,15.8549024847962,1,0,0.000121576484730795,-0.0438009261156059,15.8549024847962,15.8549024847962,0,0,,10,8241.12973432656,15.8549024847962,-0.0438009261156059,-0.0255655553269415,-0.0438009261156059,0,,0,0
761,0.05,0.362749045964324,0,1,0.101279126218648,8.76279126218648,3.28240357765389,19.5,3.29943853530095,8228.57427037707,10,8251.12973432656,8228.57427037707,22.5554639494949,0,2,-0.0549024506697766,-19.5,-0.0205655932120737,19.4794344067879,3.46887879075483e-09,0.971933264017287,0,8251.12973432656,22.5554639494949,2,0,0.000121527735807163,-0.0549024506697766,22.5554639494949,22.5554639494949,0,0,,10,8251.12973432656,22.5554639494949,-0.0549024506697767,-0.0205655932120737,-0.0549024506697767,0,,0,0
762,0.05,0.405890775485413,0,1,0.513804009559053,12.8880400955905,14.5766218119967,19.5,41.7369267559086,8270.31119713298,10,8280.31119713298,8270.31119713298,10,0,0,-0.0358001113766404,-19.5,-0.0404906161444353,19.4595093838556,3.5386894599657e-09,0.977869949364298,0,8280.31119713298,10,0,0,0.000120914434313749,-0.0358001113766404,10,10,0,0,,10,8280.31119713298,10,-0.0358001113766403,-0.0404906161444353,-0.0358001113766403,0,,0,0
763,0.05,0.929586853384767,1,0,0.665752866670375,14.4075286667038,22.8222834065011,19.5,21.7968099108869,8292.10800704386,10,8302.10800704386,8292.10800704386,10,0,0,-0.040020912963066,-19.5,-0.0633952316847252,19.4366047683153,3.62067714512982e-09,0.532052816776649,0,8302.10800704386,10,0,0,0.000120596596082749,-0.0633952316847252,10,0,10,-0.0633952280640481,,10,8302.10800704386,10,-0.040020912963066,-0.0633952316847252,-0.0633952316847252,10,,-0.0633952316847252,3.62067711923153e-09
764,0.05,0.615133227387876,0,1,0.0692821113156494,8.44282111315649,2.59337458969894,19.5,10.7520471553124,8302.86005419918,10,8312.86005419918,8302.86005419918,10,0,0,-0.0234522808698792,-19.5,-0.00720381830471927,19.4927961816953,3.42283670037064e-09,0.155109283874875,0,8312.86005419918,10,0,0,0.000120440425765607,-0.0234522808698792,10,10,0,0,,10,8312.86005419918,10,-0.0234522808698792,-0.00720381830471927,-0.0234522808698792,0,,0,0
765,0.05,0.0498831992104745,0,1,0.18758070319751,9.6258070319751,5.10327012671172,19.5,31.4132444937406,8334.27329869292,10,8344.27329869292,8334.27329869292,10,0,0,-0.0267383528665975,-19.5,-0.014175750351977,19.485824249648,3.44678386718051e-09,0.0785316792148096,0,8344.27329869292,10,0,0,0.000119986466025398,-0.0267383528665975,10,10,0,0,,10,8344.27329869292,10,-0.0267383528665975,-0.014175750351977,-0.0267383528665975,0,,0,0
766,0.05,0.473753444071799,0,1,0.373036505232735,11.4803650523273,9.69070384678051,19.5,54.8206590234663,8389.09395771638,10,8399.09395771638,8389.09395771638,10,0,0,-0.0318899029231315,-19.5,-0.0269186217966125,19.4730813782034,3.49098682893266e-09,0.833820505162243,0,8399.09395771638,10,0,0,0.000119202384076315,-0.0318899029231315,10,10,0,0,,10,8399.09395771638,10,-0.0318899029231315,-0.0269186217966125,-0.0318899029231315,0,,0,0
767,0.05,0.664323929608819,0,1,0.175810984387866,9.50810984387866,4.85049587894443,19.5,0.872106327780341,8389.96606404416,10,8409.09395771638,8389.96606404416,19.1278936722192,0,1,-0.0505194761437477,-19.5,-0.0257721581749963,19.474227841825,3.4869868329068e-09,0.635245981003578,0,8409.09395771638,19.1278936722192,1,0,0.00011918999342388,-0.0505194761437477,19.1278936722192,19.1278936722192,0,0,,10,8409.09395771638,19.1278936722192,-0.0505194761437477,-0.0257721581749963,-0.0505194761437477,0,,0,0
768,0.05,0.702933558869072,0,1,0.273268824430089,10.4826882443009,7.05144515572903,19.5,8.72294445575055,8398.68900849991,10,8419.09395771638,8398.68900849991,20.4049492164686,0,2,-0.0594163114658422,-19.5,-0.0399678834181568,19.4600321165818,3.53684015457171e-09,0.51629842210206,0,8419.09395771638,20.4049492164686,2,0,0.00011906620175934,-0.0594163114658422,20.4049492164686,20.4049492164686,0,0,,10,8419.09395771638,20.4049492164686,-0.0594163114658422,-0.0399678834181568,-0.0594163114658422,0,,0,0
769,0.05,0.741469151636045,0,1,0.911545797243609,16.8654579724361,65.2373449002786,19.5,7.93518157057813,8406.62419007049,10,8429.09395771638,8406.62419007049,22.4697676458909,0,2,-0.105267478300605,-19.5,-0.407185550484474,19.0928144495155,5.10617903739747e-09,0.558445512936498,0,8429.09395771638,22.4697676458909,2,0,0.000118953812777923,-0.105267478300605,22.4697676458909,22.4697676458909,0,0,,10,8429.09395771638,22.4697676458909,-0.105267478300605,-0.407185550484474,-0.105267478300605,0,,0,0
770,0.05,0.694508441177097,0,1,0.793454439333086,15.6845443933309,35.5959842108151,19.5,33.8534606564151,8440.47765072691,10,8450.47765072691,8440.47765072691,10,0,0,-0.0435681788703635,-19.5,-0.0988777339189308,19.4011222660811,3.75145425865292e-09,0.793086330563422,0,8450.47765072691,10,0,0,0.000118476707288465,-0.0435681788703635,10,10,0,0,,10,8450.47765072691,10,-0.0435681788703635,-0.0988777339189308,-0.0435681788703635,0,,0,0
771,0.05,0.825915977922089,0,1,0.789171778701851,15.6417177870185,34.9963709937211,19.5,18.9439109346792,8459.42156166159,10,8469.42156166159,8459.42156166159,10,0,0,-0.0434492160750514,-19.5,-0.0972121416492254,19.4027878583508,3.74521106621282e-09,0.707252807137963,0,8469.42156166159,10,0,0,0.000118211392198733,-0.0434492160750514,10,10,0,0,,10,8469.42156166159,10,-0.0434492160750514,-0.0972121416492254,-0.0434492160750514,0,,0,0
772,0.05,0.891894365835982,0,1,0.38099402589896,11.5599402589896,9.92473127298512,19.5,0.787439505192307,8460.20900116678,10,8479.42156166159,8460.20900116678,19.2125604948069,0,1,-0.0616933476506087,-19.5,-0.052966527771369,19.4470334722286,3.58311438126053e-09,0.47587408060005,0,8479.42156166159,19.2125604948069,1,0,0.000118200389595823,-0.0616933476506087,19.2125604948069,19.2125604948069,0,0,,10,8479.42156166159,19.2125604948069,-0.0616933476506087,-0.052966527771369,-0.0616933476506087,0,,0,0
773,0.05,0.416521335205657,0,1,0.246317043718331,10.2131704371833,6.4141293255197,19.5,20.4959487366527,8480.70494990343,10,8490.70494990343,8480.70494990343,10,0,0,-0.0283699178810647,-19.5,-0.0178170259042214,19.4821829740958,3.45935743498643e-09,0.322451846932589,0,8490.70494990343,10,0,0,0.000117914725946383,-0.0283699178810647,10,10,0,0,,10,8490.70494990343,10,-0.0283699178810647,-0.0178170259042214,-0.0283699178810647,0,,0,0
774,0.05,0.31301962502831,0,1,0.59891827940223,13.7391827940223,18.6412038304712,19.5,9.00771555696488,8489.7126654604,10,8500.70494990343,8489.7126654604,10.9922844430348,0,1,-0.0419513903574285,-19.5,-0.0569192819069805,19.443080718093,3.59730558008115e-09,0.626973230589795,0,8500.70494990343,10.9922844430348,1,0,0.000117789616610749,-0.0419513903574285,10.9922844430348,10.9922844430348,0,0,,10,8500.70494990343,10.9922844430348,-0.0419513903574285,-0.0569192819069805,-0.0419513903574285,0,,0,0
775,0.05,0.71046963603267,0,1,0.345805125957744,11.2080512595774,8.91907270224467,19.5,4.72335231061595,8494.43601777101,10,8510.70494990343,8494.43601777101,16.2689321324197,0,1,-0.0506508403552072,-19.5,-0.0403066079102598,19.4596933920897,3.5380383718738e-09,0.368213512510407,0,8510.70494990343,16.2689321324197,1,0,0.000117724119400973,-0.0506508403552072,16.2689321324197,16.2689321324197,0,0,,10,8510.70494990343,16.2689321324197,-0.0506508403552072,-0.0403066079102598,-0.0506508403552072,0,,0,0
776,0.05,0.500088439643369,0,1,0.264506998097535,10.3950699809754,6.84135610639556,19.5,4.83504374951105,8499.27106152052,10,8520.70494990343,8499.27106152052,21.4338883829078,0,2,-0.061890769362428,-19.5,-0.0407324619922797,19.4592675380077,3.53954538081166e-09,0.690637944018337,0,8520.70494990343,21.4338883829078,2,0,0.000117657148802723,-0.061890769362428,21.4338883829078,21.4338883829078,0,0,,10,8520.70494990343,21.4338883829078,-0.061890769362428,-0.0407324619922797,-0.061890769362428,0,,0,0
777,0.05,0.0747863937282374,0,1,0.811746793331914,15.8674679333191,38.3700240875389,19.5,18.1048686054887,8517.37593012601,10,8530.70494990343,8517.37593012601,13.3290197774186,0,1,-0.0587493871946572,-19.5,-0.142065224978565,19.3579347750214,3.91701959807017e-09,0.613972108424969,0,8530.70494990343,13.3290197774186,1,0,0.000117407052148889,-0.0587493871946572,13.3290197774186,13.3290197774186,0,0,,10,8530.70494990343,13.3290197774186,-0.0587493871946572,-0.142065224978565,-0.0587493871946572,0,,0,0
778,0.05,0.367453880654653,0,1,0.0772961208059566,8.52296120805957,2.76941844709821,19.5,27.6946594797536,8545.07058960577,10,8555.07058960577,8545.07058960577,10,0,0,-0.0236748922446099,-19.5,-0.00769282901971726,19.4923071709803,3.42451091350779e-09,0.432148450992037,0,8555.07058960577,10,0,0,0.000117026534715395,-0.0236748922446099,10,10,0,0,,10,8555.07058960577,10,-0.0236748922446099,-0.00769282901971726,-0.0236748922446099,0,,0,0
