free way conditions,,,,,,,,,,,%vehicles,,total,,,statistix,,,max,,,CS,3.60948032968099,,,,,,,,,,,,,,,,total d,147854.679305261,,,,
,max,current,,freeway flow,,ramp meter rate,,by pass rate,,,car,0.9,906,,,toll veh,1,,q,67,,,,,,,,,,,,,,,,,,,total u,-591.05944864617,,,,
speed,65,25,,Q,,q1,,q2,,,truck,0.1,94,,,total u,-587.609382815455,,delay,672.096790023004,,,,,,,,,,,,,,,,,,,trucks-d,17585.236108813,,,,
density,120,75,,,,,,q1+q2,0.1,vps,,,1000,,,total delay,147177.208779751,,avg-q,14.232,,,,,,,,,,,,,,,,,,,,,,,,
# lanes,3,,,,,service time (max) (sec),,,10,,,,,,,(trucks),16907.7655833028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d-nothing,,,,,,,,,
,,,,,,Value of Time($),,,,,ramp-meter,expected departure,,expected delay,,ramp,,Utility ,,,,,,,,,,,,,,,,,,expected,expected,utilities,,Utility ,trucks,,,
veh #,avg-h,rnd,truck tag,car tag,rnd,Car,truck,toll, headway,arrival time,service time,ramp,bypass,ramp,bypass,queue#,car,tolled,untolled,util diff,prob,rand,choice,departure,delay,actual q#,toll trucks,q2 (vps), util (veh),total (delay),delay(cars),delay(trucks),CS (toll),,service time,departure,delay,car,truck, util (veh),delay,,CS (dn),delta(CS)
779,0.05,0.624512565609809,0,1,0.322905573330456,10.9790557333046,8.30226156345128,19.5,3.51179769723218,8548.582387303,10,8565.07058960577,8548.582387303,16.4882023027676,0,1,-0.0502846922289128,-19.5,-0.0380248245079657,19.461975175492,3.52997453812839e-09,0.662386856909213,0,8565.07058960577,16.4882023027676,1,0,0.000116978459666631,-0.0502846922289128,16.4882023027676,16.4882023027676,0,0,,10,8565.07058960577,16.4882023027676,-0.0502846922289128,-0.0380248245079657,-0.0502846922289128,0,,0,0
780,0.05,0.46979928838828,0,1,0.770623689366216,15.4562368936622,32.58616564569,19.5,12.4385112191141,8561.02089852211,10,8575.07058960577,8561.02089852211,14.0496910836537,0,1,-0.0603209315754789,-19.5,-0.127173766922976,19.372826233077,3.8591216277747e-09,0.898539935363654,0,8575.07058960577,14.0496910836537,1,0,0.000116808498875716,-0.0603209315754789,14.0496910836537,14.0496910836537,0,0,,10,8575.07058960577,14.0496910836537,-0.0603209315754789,-0.127173766922976,-0.0603209315754789,0,,0,0
781,0.05,0.860802647376955,0,1,0.604588852787713,13.7958885278771,18.9558339294875,19.5,13.9472140350622,8574.96811255718,10,8585.07058960577,8574.96811255718,10.102477048591,0,1,-0.0387146242271664,-19.5,-0.053194688113764,19.4468053118862,3.58393199913211e-09,0.672326569260431,0,8585.07058960577,10.102477048591,1,0,0.000116618509465429,-0.0387146242271664,10.102477048591,10.102477048591,0,0,,10,8585.07058960577,10.102477048591,-0.0387146242271664,-0.053194688113764,-0.0387146242271664,0,,0,0
782,0.05,0.365481637527028,0,1,0.866596573819645,16.4159657381964,49.6400556451535,19.5,12.2368711910735,8587.20498374825,10,8597.20498374825,8587.20498374825,10,0,0,-0.0455999048283235,-19.5,-0.13788904345876,19.3621109565412,3.90069552315078e-09,0.85790558260363,0,8597.20498374825,10,0,0,0.000116452326675857,-0.0455999048283235,10,10,0,0,,10,8597.20498374825,10,-0.0455999048283235,-0.13788904345876,-0.0455999048283235,0,,0,0
783,0.05,0.173494124974382,0,1,0.984556926372947,17.5955692637295,163.788018594861,19.5,68.8265446497733,8656.03152839802,10,8666.03152839802,8656.03152839802,10,0,0,-0.0488765812881374,-19.5,-0.454966718319059,19.0450332816809,5.35608099447537e-09,0.462170172945761,0,8666.03152839802,10,0,0,0.000115526381427711,-0.0488765812881374,10,10,0,0,,10,8666.03152839802,10,-0.0488765812881374,-0.454966718319059,-0.0488765812881374,0,,0,0
784,0.05,0.270703777183129,0,1,0.0670771076459883,8.42077107645988,2.5443364845491,19.5,11.4400835756926,8667.47161197372,10,8677.47161197372,8667.47161197372,10,0,0,-0.0233910307679441,-19.5,-0.00706760134596974,19.492932398654,3.42237048372064e-09,0.258807649031229,0,8677.47161197372,10,0,0,0.000115373899652414,-0.0233910307679441,10,10,0,0,,10,8677.47161197372,10,-0.0233910307679441,-0.00706760134596974,-0.0233910307679441,0,,0,0
785,0.05,0.0428080158740588,0,1,0.346645188541249,11.2164518854125,8.94223492082256,19.5,0.750637700385334,8668.2222496741,10,8687.47161197372,8668.2222496741,19.2493622996153,0,1,-0.0599748739051412,-19.5,-0.0478145332664404,19.4521854667336,3.56470166755092e-09,0.231743524464723,0,8687.47161197372,19.2493622996153,1,0,0.000115363908676614,-0.0599748739051412,19.2493622996153,19.2493622996153,0,0,,10,8687.47161197372,19.2493622996153,-0.0599748739051412,-0.0478145332664404,-0.0599748739051412,0,,0,0
786,0.05,0.654456600218915,0,1,0.249917198368614,10.2491719836861,6.49777209975962,19.5,37.1958111625576,8705.41806083666,10,8715.41806083666,8705.41806083666,10,0,0,-0.028469922176906,-19.5,-0.0180493669437767,19.4819506330562,3.46016127906566e-09,0.584005015611295,0,8715.41806083666,10,0,0,0.000114870991032439,-0.028469922176906,10,10,0,0,,10,8715.41806083666,10,-0.028469922176906,-0.0180493669437767,-0.028469922176906,0,,0,0
787,0.05,0.428392321731579,0,1,0.385579924565239,11.6057992456524,10.0614634474532,19.5,5.31850386273261,8710.73656469939,10,8725.41806083666,8710.73656469939,14.6814961372675,0,1,-0.047330693554152,-19.5,-0.0410325935386229,19.4589674064614,3.54060786947159e-09,0.56124260810074,0,8725.41806083666,14.6814961372675,1,0,0.000114800854390723,-0.047330693554152,14.6814961372675,14.6814961372675,0,0,,10,8725.41806083666,14.6814961372675,-0.047330693554152,-0.0410325935386229,-0.047330693554152,0,,0,0
788,0.05,0.0695654217096696,0,1,0.077390725614688,8.52390725614688,2.77147855446136,19.5,11.4203863406482,8722.15695104004,10,8735.41806083666,8722.15695104004,13.2611097966201,0,1,-0.0313990194499918,-19.5,-0.0102091337249139,19.4897908662751,3.43313887714308e-09,0.649734163134085,0,8735.41806083666,13.2611097966201,1,0,0.000114650539495366,-0.0313990194499918,13.2611097966201,13.2611097966201,0,0,,10,8735.41806083666,13.2611097966201,-0.0313990194499918,-0.0102091337249139,-0.0313990194499918,0,,0,0
789,0.05,0.41257974049382,0,1,0.540100905004261,13.1510090500426,15.7160668732078,19.5,52.3275615722894,8774.48451261233,10,8784.48451261233,8774.48451261233,10,0,0,-0.0365305806945628,-19.5,-0.0436557413144661,19.4563442586855,3.54990759904649e-09,0.827168691352665,0,8784.48451261233,10,0,0,0.00011396680894047,-0.0365305806945628,10,10,0,0,,10,8784.48451261233,10,-0.0365305806945628,-0.0436557413144661,-0.0365305806945628,0,,0,0
790,0.05,0.0843933146620779,0,1,0.616709556265702,13.917095562657,19.6506882556254,19.5,11.3465349402269,8785.83104755255,10,8795.83104755255,8785.83104755255,10,0,0,-0.0386585987851584,-19.5,-0.0545852451545151,19.4454147548455,3.5889191276289e-09,0.5960503846767,0,8795.83104755255,10,0,0,0.000113819625552505,-0.0386585987851584,10,10,0,0,,10,8795.83104755255,10,-0.0386585987851584,-0.0545852451545151,-0.0386585987851584,0,,0,0
791,0.05,0.903748979775116,1,0,0.0251078007467658,8.00107800746766,1.50636294082699,19.5,5.04450554224551,8790.8755530948,10,8805.83104755255,8790.8755530948,14.955494457754,0,1,-0.0332389104990943,-19.5,-0.00625788961469555,19.4937421103853,3.41960047180759e-09,0.779536822273548,0,8805.83104755255,14.955494457754,1,0,0.000113754311952232,-0.00625788961469555,14.955494457754,0,14.955494457754,-0.00625788619509512,,10,8805.83104755255,14.955494457754,-0.0332389104990943,-0.00625788961469555,-0.00625788961469555,14.955494457754,,-0.00625788961469555,3.41960043007822e-09
792,0.05,0.915484644119889,1,0,0.613806682150089,13.8880668215009,19.4814136460139,19.5,1.04363941903351,8791.91919251383,10,8815.83104755255,8791.91919251383,23.9118550387211,0,2,-0.0922470668343894,-19.5,-0.129399094181347,19.3706009058187,3.86771899872721e-09,0.695674988797308,0,8815.83104755255,23.9118550387211,2,0,0.000113740808815837,-0.129399094181347,23.9118550387211,0,23.9118550387211,-0.129399090313628,,10,8815.83104755255,23.9118550387211,-0.0922470668343893,-0.129399094181347,-0.129399094181347,23.9118550387211,,-0.129399094181347,3.86771895066751e-09
793,0.05,0.274297950752429,0,1,0.428538362591532,12.0353836259153,11.4143343314725,19.5,111.799857709273,8903.7190502231,10,8913.7190502231,8903.7190502231,10,0,0,-0.0334316211830981,-19.5,-0.0317064842540903,19.4682935157459,3.50774127062699e-09,0.235708627259491,0,8913.7190502231,10,0,0,0.000112312618396797,-0.0334316211830981,10,10,0,0,,10,8913.7190502231,10,-0.0334316211830981,-0.0317064842540903,-0.0334316211830981,0,,0,0
794,0.05,0.493109830058219,0,1,0.626581007156006,14.0158100715601,20.2404347671497,19.5,5.35529293441358,8909.07434315752,10,8923.7190502231,8909.07434315752,14.6447070655868,0,1,-0.0570159535513605,-19.5,-0.0823375661236181,19.4176624338764,3.68991491448011e-09,0.730216703329131,0,8923.7190502231,14.6447070655868,1,0,0.000112245106672394,-0.0570159535513605,14.6447070655868,14.6447070655868,0,0,,10,8923.7190502231,14.6447070655868,-0.0570159535513605,-0.0823375661236181,-0.0570159535513605,0,,0,0
795,0.05,0.598405066386958,0,1,0.186533642105261,9.61533642105261,5.0806753603271,19.5,22.9902544081774,8932.0645975657,10,8942.0645975657,8932.0645975657,10,0,0,-0.0267092678362573,-19.5,-0.0141129871120197,19.485887012888,3.446567542647e-09,0.817634228691271,0,8942.0645975657,10,0,0,0.000111956198824686,-0.0267092678362573,10,10,0,0,,10,8942.0645975657,10,-0.0267092678362573,-0.0141129871120197,-0.0267092678362573,0,,0,0
796,0.05,0.0588248826981372,0,1,0.0847179455299739,8.59717945529974,2.9299716641783,19.5,37.0629951745035,8969.1275927402,10,8979.1275927402,8969.1275927402,10,0,0,-0.0238810540424993,-19.5,-0.00813881017827305,19.4918611898217,3.42603852146412e-09,0.0137916802667292,0,8979.1275927402,10,0,0,0.000111493563856692,-0.0238810540424993,10,10,0,0,,10,8979.1275927402,10,-0.0238810540424993,-0.00813881017827305,-0.0238810540424993,0,,0,0
797,0.05,0.00512210203354925,0,1,0.169582918843535,9.44582918843535,4.71772648143154,19.5,47.1293201995179,9016.25691293972,10,9026.25691293972,9016.25691293972,10,0,0,-0.0262384144123204,-19.5,-0.0131047957817543,19.4868952042182,3.44309449418614e-09,0.979983231387179,0,9026.25691293972,10,0,0,0.00011091077036246,-0.0262384144123204,10,10,0,0,,10,9026.25691293972,10,-0.0262384144123204,-0.0131047957817543,-0.0262384144123204,0,,0,0
798,0.05,0.512613862891314,0,1,0.0388055600383224,8.13805560038322,1.87758400595703,19.5,7.30438212105863,9023.56129506078,10,9036.25691293972,9023.56129506078,12.6956178789405,0,1,-0.028699345605566,-19.5,-0.00662141363201135,19.493378586368,3.42084380468146e-09,0.368786365729675,0,9036.25691293972,12.6956178789405,1,0,0.000110820990438373,-0.028699345605566,12.6956178789405,12.6956178789405,0,0,,10,9036.25691293972,12.6956178789405,-0.028699345605566,-0.00662141363201135,-0.028699345605566,0,,0,0
799,0.05,0.238936939087062,0,1,0.472136875925373,12.4713687592537,12.9407935646999,19.5,17.2229985797665,9040.78429364054,10,9050.78429364054,9040.78429364054,10,0,0,-0.034642690997927,-19.5,-0.0359466487908331,19.4640533512092,3.52264624816159e-09,0.204041952627567,0,9050.78429364054,10,0,0,0.000110609872719054,-0.034642690997927,10,10,0,0,,10,9050.78429364054,10,-0.034642690997927,-0.0359466487908331,-0.034642690997927,0,,0,0
800,0.05,0.245989707222736,0,1,0.912181704205125,16.8718170420513,65.5335564850847,19.5,32.7981376303014,9073.58243127084,10,9083.58243127084,9073.58243127084,10,0,0,-0.0468661584501424,-19.5,-0.182037656903013,19.317962343097,4.07676380966101e-09,0.974419499302711,0,9083.58243127084,10,0,0,0.000110210052928338,-0.0468661584501424,10,10,0,0,,10,9083.58243127084,10,-0.0468661584501424,-0.182037656903013,-0.0468661584501424,0,,0,0
801,0.05,0.654335061228033,0,1,0.474417639509776,12.4941763950978,13.0255258957994,19.5,21.9685941188359,9095.55102538968,10,9105.55102538968,9095.55102538968,10,0,0,-0.0347060455419382,-19.5,-0.0361820163772204,19.4638179836228,3.52347546248506e-09,0.501780454875273,0,9105.55102538968,10,0,0,0.000109943861257945,-0.0347060455419382,10,10,0,0,,10,9105.55102538968,10,-0.0347060455419382,-0.0361820163772204,-0.0347060455419382,0,,0,0
802,0.05,0.560448849044837,0,1,0.0958616515683121,8.70861651568312,3.16780112468422,19.5,35.6970172692424,9131.24804265892,10,9141.24804265892,9131.24804265892,10,0,0,-0.0241906014324531,-19.5,-0.00879944756856727,19.4912005524314,3.42830263840203e-09,0.685630807017102,0,9141.24804265892,10,0,0,0.000109514054960313,-0.0241906014324531,10,10,0,0,,10,9141.24804265892,10,-0.0241906014324531,-0.00879944756856727,-0.0241906014324531,0,,0,0
803,0.05,0.0506283013488226,0,1,0.609171952294996,13.84171952295,19.2149179918161,19.5,10.5252617285657,9141.77330438749,10,9151.77330438749,9141.77330438749,10,0,0,-0.0384492208970832,-19.5,-0.0533747721994891,19.4466252278005,3.58457746636461e-09,0.813271179617575,0,9151.77330438749,10,0,0,0.000109387967378283,-0.0384492208970832,10,10,0,0,,10,9151.77330438749,10,-0.0384492208970832,-0.0533747721994891,-0.0384492208970832,0,,0,0
804,0.05,0.64565167977998,0,1,0.288100861609243,10.6310086160924,7.41396779686372,19.5,2.8464817263237,9144.61978611381,10,9161.77330438749,9144.61978611381,17.153518273677,0,1,-0.0506553334899332,-19.5,-0.0353265644677653,19.4646734355322,3.52046258755191e-09,0.205168322995559,0,9161.77330438749,17.153518273677,1,0,0.000109353917755937,-0.0506553334899332,17.153518273677,17.153518273677,0,0,,10,9161.77330438749,17.153518273677,-0.0506553334899332,-0.0353265644677653,-0.0506553334899332,0,,0,0
805,0.05,0.593421967729821,0,1,0.568961871901127,13.4396187190113,17.0795271512691,19.5,0.569128730755927,9145.18891484457,10,9171.77330438749,9145.18891484457,26.5843895429207,0,2,-0.0992455720373679,-19.5,-0.126124667499508,19.3738753325005,3.8550751484662e-09,0.356036914581129,0,9171.77330438749,26.5843895429207,2,0,0.000109347112379143,-0.0992455720373679,26.5843895429207,26.5843895429207,0,0,,10,9171.77330438749,26.5843895429207,-0.0992455720373679,-0.126124667499508,-0.0992455720373679,0,,0,0
806,0.05,0.278429486283489,0,1,0.817202683290537,15.9220268329054,39.272210428649,19.5,13.3067988373899,9158.49571368196,10,9181.77330438749,9158.49571368196,23.2775907055311,0,2,-0.102951784394126,-19.5,-0.253934011238773,19.2460659887612,4.38066195305853e-09,0.386259942503586,0,9181.77330438749,23.2775907055311,2,0,0.000109188236940057,-0.102951784394126,23.2775907055311,23.2775907055311,0,0,,10,9181.77330438749,23.2775907055311,-0.102951784394126,-0.253934011238773,-0.102951784394126,0,,0,0
807,0.05,0.882834068909817,0,1,0.526372093206933,13.0137209320693,15.109875786277,19.5,20.5434400836988,9179.03915376565,10,9191.77330438749,9179.03915376565,12.7341506218327,0,1,-0.0460329673609632,-19.5,-0.0534476205943426,19.4465523794057,3.58483860659003e-09,0.261333307890697,0,9191.77330438749,12.7341506218327,1,0,0.000108943864738801,-0.0460329673609632,12.7341506218327,12.7341506218327,0,0,,10,9191.77330438749,12.7341506218327,-0.0460329673609632,-0.0534476205943426,-0.0460329673609632,0,,0,0
808,0.05,0.439818051380063,0,1,0.261447137864255,10.3644713786426,6.76866523114669,19.5,147.163692856539,9326.20284662219,10,9336.20284662219,9326.20284662219,10,0,0,-0.0287901982740071,-19.5,-0.0188018478642964,19.4811981521357,3.46276596426611e-09,0.888101696419933,0,9336.20284662219,10,0,0,0.000107224774803412,-0.0287901982740071,10,10,0,0,,10,9336.20284662219,10,-0.0287901982740071,-0.0188018478642964,-0.0287901982740071,0,,0,0
809,0.05,0.766423694796065,0,1,0.210154357500789,9.85154357500789,5.59624649409065,19.5,59.3460885201401,9385.54893514233,10,9395.54893514233,9385.54893514233,10,0,0,-0.0273653988194664,-19.5,-0.0155451291502518,19.4844548708498,3.45150705309141e-09,0.115478744682224,0,9395.54893514233,10,0,0,0.000106546778127777,-0.0273653988194664,10,10,0,0,,10,9395.54893514233,10,-0.0273653988194664,-0.0155451291502518,-0.0273653988194664,0,,0,0
810,0.05,0.27919775486678,0,1,0.70067570186272,14.7567570186272,25.5211324799835,19.5,18.7783306911312,9404.32726583346,10,9414.32726583346,9404.32726583346,10,0,0,-0.0409909917184089,-19.5,-0.0708920346666207,19.4291079653334,3.64792264772713e-09,0.411770323360052,0,9414.32726583346,10,0,0,0.000106334028126931,-0.0409909917184089,10,10,0,0,,10,9414.32726583346,10,-0.0409909917184089,-0.0708920346666207,-0.0409909917184089,0,,0,0
811,0.05,0.992592687630147,1,0,0.925377399710082,17.0037739971008,72.4334978209122,19.5,18.323870321336,9422.6511361548,10,9432.6511361548,9422.6511361548,10,0,0,-0.0472327055475023,-19.5,-0.201204160613645,19.2987958393864,4.1556547345583e-09,0.724218117279866,0,9432.6511361548,10,0,0,0.000106127244397597,-0.201204160613645,10,0,10,-0.20120415645799,,10,9432.6511361548,10,-0.0472327055475023,-0.201204160613645,-0.201204160613645,10,,-0.201204160613645,4.15565468148138e-09
812,0.05,0.357671258318228,0,1,0.133313138658242,9.08313138658242,3.95398635679182,19.5,0.443928342681812,9423.09506449748,10,9442.6511361548,9423.09506449748,19.5560716573182,0,1,-0.0493417689635671,-19.5,-0.0214790112570776,19.4785209887429,3.47204877476714e-09,0.439438824383977,0,9442.6511361548,19.5560716573182,1,0,0.000106122244671775,-0.0493417689635671,19.5560716573182,19.5560716573182,0,0,,10,9442.6511361548,19.5560716573182,-0.0493417689635671,-0.0214790112570776,-0.0493417689635671,0,,0,0
813,0.05,0.204703006488263,0,1,0.959184015910371,17.3418401591037,101.833023359523,19.5,25.037876301328,9448.13294079881,10,9458.13294079881,9448.13294079881,10,0,0,-0.0481717782197325,-19.5,-0.282869509332007,19.217130490668,4.50927028806764e-09,0.515009297367844,0,9458.13294079881,10,0,0,0.000105841017084107,-0.0481717782197325,10,10,0,0,,10,9458.13294079881,10,-0.0481717782197325,-0.282869509332007,-0.0481717782197325,0,,0,0
814,0.05,0.862302872377575,0,1,0.706925460473379,14.8192546047338,26.0521427592383,19.5,19.7810056036887,9467.9139464025,10,9477.9139464025,9467.9139464025,10,0,0,-0.0411645961242605,-19.5,-0.0723670632201063,19.4276329367799,3.65330740813515e-09,0.437713960675605,0,9477.9139464025,10,0,0,0.000105619886879091,-0.0411645961242605,10,10,0,0,,10,9477.9139464025,10,-0.0411645961242605,-0.0723670632201063,-0.0411645961242605,0,,0,0
815,0.05,0.146726223258363,0,1,0.561012459132883,13.3601245913288,16.6911436247018,19.5,7.33453157629708,9475.2484779788,10,9487.9139464025,9475.2484779788,12.6654684237037,0,1,-0.0470033989300619,-19.5,-0.0587225423706012,19.4412774576294,3.60379831126921e-09,0.25757345310713,0,9487.9139464025,12.6654684237037,1,0,0.00010553812940358,-0.0470033989300619,12.6654684237037,12.6654684237037,0,0,,10,9487.9139464025,12.6654684237037,-0.0470033989300619,-0.0587225423706012,-0.0470033989300619,0,,0,0
816,0.05,0.0063047258520565,0,1,0.418534009268716,11.9353400926872,11.0869644655834,19.5,28.6280890356971,9503.87656701449,10,9513.87656701449,9503.87656701449,10,0,0,-0.0331537224796865,-19.5,-0.0307971235155095,19.4692028764845,3.50455291834646e-09,0.627382123259195,0,9513.87656701449,10,0,0,0.000105220221764111,-0.0331537224796865,10,10,0,0,,10,9513.87656701449,10,-0.0331537224796865,-0.0307971235155095,-0.0331537224796865,0,,0,0
817,0.05,0.00701293877371301,0,1,0.582029799139602,13.570297991396,17.7409282256091,19.5,6.0798185402705,9509.95638555476,10,9523.87656701449,9509.95638555476,13.9201814597291,0,1,-0.0524725029174526,-19.5,-0.0685991500456967,19.4314008499543,3.63956796384364e-09,0.2041750762498,0,9523.87656701449,13.9201814597291,1,0,0.000105152953332043,-0.0524725029174526,13.9201814597291,13.9201814597291,0,0,,10,9523.87656701449,13.9201814597291,-0.0524725029174526,-0.0685991500456967,-0.0524725029174526,0,,0,0
818,0.05,0.524113283975214,0,1,0.0484392946360441,8.23439294636044,2.1150044558906,19.5,8.64178990912873,9518.59817546389,10,9533.87656701449,9518.59817546389,15.2783915506006,0,1,-0.0349467443377775,-19.5,-0.00897607394676713,19.4910239260532,3.42890822055766e-09,0.238007653285886,0,9533.87656701449,15.2783915506006,1,0,0.000105057486571678,-0.0349467443377775,15.2783915506006,15.2783915506006,0,0,,10,9533.87656701449,15.2783915506006,-0.0349467443377775,-0.00897607394676712,-0.0349467443377775,0,,0,0
819,0.05,0.0152297089025051,0,1,0.862539225814552,16.3753922581455,48.5968555734826,19.5,7.33227972788059,9525.93045519177,10,9543.87656701449,9525.93045519177,17.9461118227209,0,1,-0.0816318390571105,-19.5,-0.242256834542871,19.2577431654571,4.3298056962379e-09,0.575688296312498,0,9543.87656701449,17.9461118227209,1,0,0.000104976621937754,-0.0816318390571105,17.9461118227209,17.9461118227209,0,0,,10,9543.87656701449,17.9461118227209,-0.0816318390571105,-0.242256834542871,-0.0816318390571105,0,,0,0
820,0.05,0.308298951630066,0,1,0.925369800423718,17.0036980042372,72.4290520116694,19.5,10.9726046922799,9536.90305988405,10,9553.87656701449,9536.90305988405,16.9735071304403,0,1,-0.0801701081441039,-19.5,-0.341493064103085,19.1585069358969,4.78152195411884e-09,0.198309766260219,0,9553.87656701449,16.9735071304403,1,0,0.000104855841956326,-0.0801701081441039,16.9735071304403,16.9735071304403,0,0,,10,9553.87656701449,16.9735071304403,-0.0801701081441039,-0.341493064103085,-0.0801701081441039,0,,0,0
